review,sentiment
"Reasonably priced speaker, performs adequately. Might",neutral
"Poor quality keyboard, would",negative
"Horrible experience with this book, never buying again.",negative
"Great jacket, exceeded my expectations.",positive
"The backpack works as expected, no complaints really. Might consider other brands next time.",neutral
"Very disappointed with this watch, waste of money. Do not buy this.",negative
"This phone is fine, could be better though.",neutral
"This keyboard is a scam, doesn't work as advertised.",negative
"Extremely disappointed, the laptop does not work at all. Do not buy this.",negative
"The vacuum cleaner works flawlessly, I'm impressed. Will be",positive
"This router is terrible, broke after one",negative
"Bad speaker, completely different from what was advertised.",negative
"Great vacuum cleaner, exceeded my expectations. Will be",positive
"Extremely disappointed, the microwave does not work at all. Complete waste of money.",negative
"Awful laptop, broke within days of use.",negative
"This watch exceeded all my expectations, love it. Will be buying more from this brand.",positive
"Poor quality charger, would",negative
"Extremely disappointed, the television does not work at all. Asked for a refund.",negative
"This keyboard is amazing, worth every penny. Shipping",positive
"Top notch router, fast delivery and great packaging. Shipping was fast too.",positive
"The mouse works as expected, no complaints really.",neutral
"I regret buying this camera, it's just useless. Complete waste of money.",negative
"This phone is fine, could be better though. It's okay for the price.",neutral
"Average router, does the job but nothing more. Nothing to write home about.",neutral
"Outstanding coffee maker, will definitely buy again. My whole family loves it.",positive
"Fantastic tablet, customer service was also great.",positive
"Fantastic backpack, customer service",positive
"Fantastic jacket, customer service was also great. Definitely a great buy.",positive
"Extremely disappointed, the charger does not work",negative
"Best television I've ever bought, highly",positive
"Bad watch, completely different from what was advertised. Complete waste of money.",negative
"Very happy with this printer, five stars! Definitely a great buy.",positive
"Awful phone, broke within days of use. Complete",negative
"The keyboard works as expected, no complaints",neutral
"Really good speaker, does exactly what it promises. Shipping was fast too.",positive
"It's an average charger, meets basic requirements. Might consider other brands next time.",neutral
"Best charger I've ever bought, highly recommend it.",positive
"The headphones is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"It's a standard laptop, works fine for basic needs.",neutral
"Terrible build quality, this printer is a huge",negative
"Terrible build quality, this shoes is a huge letdown.",negative
"Reasonably priced coffee maker, performs adequately. Might consider other brands next time.",neutral
"Terrible build quality, this watch",negative
"Awful speaker, broke within days of use.",negative
"Fantastic shoes, customer service was also great.",positive
"This keyboard is fine, could be better though.",neutral
"Best watch I've ever bought, highly recommend it.",positive
"Horrible experience with this charger, never buying again. Complete waste of money.",negative
"The monitor works as expected, no complaints really.",neutral
"This coffee maker is fine, could be better though. Nothing to write home about.",neutral
"Outstanding vacuum cleaner, will definitely buy again. Definitely a great buy.",positive
"Best jacket I've ever bought, highly recommend it. Definitely a great buy.",positive
"Really good keyboard, does exactly what it promises.",positive
"Really good tablet, does exactly what it",positive
"It's a standard jacket, works fine for basic needs.",neutral
"The printer is defective, requesting a refund immediately. Do not buy this.",negative
"It's an average laptop, meets basic requirements. It's okay for the price.",neutral
"Not bad, not great, just a regular coffee maker. It's okay for the price.",neutral
"It's a standard mouse, works fine for basic needs. Nothing to write home about.",neutral
"It's an average monitor, meets basic requirements. It's okay for the price.",neutral
"Not bad, not great, just a regular coffee maker. Nothing to write home about.",neutral
"The keyboard works as expected, no complaints really. Might consider other brands next time.",neutral
"Best television I've ever bought, highly recommend it. Will be buying more from this brand.",positive
"Fantastic coffee maker, customer service was also great.",positive
"Very happy with this speaker, five stars! Will be buying more from this brand.",positive
"This microwave does what it says, nothing",neutral
"Fantastic mouse, customer service was also great. Definitely a great buy.",positive
"Fantastic blender, customer service was also great. My whole family loves it.",positive
"Superb build quality, this backpack is fantastic. Shipping was fast too.",positive
"I'm so glad I bought this shoes, it's wonderful. Will be buying more from this brand.",positive
"Fantastic keyboard, customer service was also great. Definitely a great buy.",positive
The laptop is functional but the design could improve. Nothing to write home about.,neutral
"It's a standard mouse, works fine for basic needs. It's okay for the price.",neutral
"Top notch book, fast delivery and",positive
"Very disappointed with this keyboard, waste of money. Complete waste of money.",negative
This jacket is cheaply made and fell apart quickly. Never ordering from here again.,negative
"This coffee maker exceeded all my expectations, love it. Definitely a great buy.",positive
"Fantastic charger, customer service was also great. Definitely a great buy.",positive
"Poor quality monitor, would not recommend.",negative
"Perfect backpack for the price, couldn't be happier. Definitely a great buy.",positive
"It's a standard shoes, works fine for basic needs. Might consider other brands next time.",neutral
"The phone is defective, requesting a refund immediately.",negative
"Awful microwave, broke within days of use. Never ordering from here again.",negative
"The camera is okay, nothing special about it. Nothing to",neutral
"Superb build quality, this printer is fantastic. Will be buying more from this brand.",positive
"I absolutely love this charger, it works perfectly! My whole family loves it.",positive
"Best speaker I've ever bought, highly recommend it.",positive
"Outstanding monitor, will definitely buy again. Definitely a great buy.",positive
"Excellent quality, blender arrived on time and works great. Definitely a great buy.",positive
The watch arrived damaged and customer service was rude. Asked for a refund.,negative
"Top notch blender, fast delivery and great",positive
The book arrived damaged and customer service was rude. Never ordering from here again.,negative
"This camera is amazing, worth every penny.",positive
"Bad charger, completely different from",negative
"This headphones is terrible, broke after one day. Asked for a refund.",negative
"The printer is okay, nothing special about it. It's okay for the price.",neutral
"Fantastic phone, customer service was also great. Will be buying more from this brand.",positive
"Extremely disappointed, the blender does not work at all. Never ordering from here again.",negative
"Bad headphones, completely different from what was advertised.",negative
"I regret buying this router, it's just useless. Asked for a refund.",negative
"Very happy with this charger, five stars! My whole family loves it.",positive
"This charger is amazing, worth every penny. Definitely a great buy.",positive
The headphones arrived damaged and customer service was rude. Asked for a refund.,negative
This coffee maker is cheaply made and fell apart quickly.,negative
"This mouse exceeded all my expectations, love it. Definitely a great buy.",positive
"It's an average coffee maker, meets basic requirements.",neutral
"Really good book, does exactly what it promises. Will be buying more from this brand.",positive
"This charger is amazing, worth every penny.",positive
"Very disappointed with this watch, waste of",negative
"Bad camera, completely different from what was advertised. Do not buy this.",negative
"Extremely disappointed, the charger does not work at all.",negative
"Awful coffee maker, broke within days of use. Do not buy this.",negative
"This printer is terrible, broke after one day. Asked for a refund.",negative
"Very happy with this headphones, five stars! Will be buying more from this brand.",positive
"Poor quality microwave, would not recommend. Complete waste of money.",negative
"Excellent quality, laptop arrived on time and works great. My whole family loves it.",positive
"Perfect mouse for the price, couldn't be happier. Shipping was fast too.",positive
"The keyboard is defective, requesting a refund immediately. Complete waste of money.",negative
"I regret buying this coffee maker, it's just useless.",negative
"The blender works flawlessly, I'm impressed. Shipping was fast too.",positive
This blender is cheaply made and fell apart quickly. Do not buy this.,negative
"The charger is okay for casual use, nothing outstanding.",neutral
"Superb build quality, this monitor is fantastic. Shipping was fast too.",positive
"Outstanding jacket, will definitely buy again. Definitely a great buy.",positive
"The keyboard is decent for the price, not amazing. It's okay for the price.",neutral
The microwave arrived damaged and customer service was rude. Do not buy this.,negative
This monitor is cheaply made and fell apart quickly.,negative
"It's a standard vacuum cleaner, works fine for basic needs. It's okay for the price.",neutral
"Fantastic book, customer service was also great. Shipping",positive
"Terrible build quality, this keyboard is a huge letdown.",negative
"It's an average monitor,",neutral
"Awful laptop, broke",negative
"Fantastic headphones, customer service was also great. My whole family loves it.",positive
"Outstanding shoes, will definitely buy again. Definitely",positive
"The backpack stopped working within a week, awful. Complete waste of money.",negative
"I'm so glad I bought this speaker, it's wonderful. Will be buying more from this brand.",positive
"Not bad, not great, just a regular microwave. Might consider other brands next time.",neutral
"I regret buying this phone, it's just useless. Asked for a refund.",negative
"This printer is a scam, doesn't work as advertised. Never ordering from here again.",negative
The microwave is functional but the design could improve.,neutral
"This vacuum cleaner is terrible, broke after one day.",negative
"I regret buying this microwave, it's just useless.",negative
"I absolutely love this headphones, it works perfectly! My whole family loves it.",positive
"This vacuum cleaner is a scam, doesn't work as advertised. Do not buy this.",negative
"It's an average backpack, meets basic requirements. It's okay for the price.",neutral
"Reasonably priced laptop,",neutral
"Awful router, broke",negative
"The printer works as expected, no complaints really. It's okay for the price.",neutral
"The microwave works flawlessly, I'm impressed. Shipping was fast too.",positive
"Perfect camera for the price, couldn't be happier. Definitely a great buy.",positive
"Worst book I've ever purchased, total waste. Never ordering from here again.",negative
"Fantastic mouse, customer service was also great. Will be buying more from this brand.",positive
"I absolutely love this phone, it works perfectly!",positive
"Very happy with this television, five stars! My whole family loves it.",positive
"Not bad, not great, just a regular speaker. Nothing to write home about.",neutral
"This blender is terrible, broke after one day. Do not buy this.",negative
"It's an average book, meets basic requirements. Might consider other brands next time.",neutral
"Horrible experience with this tablet, never buying again. Complete waste of money.",negative
"I'm so glad I bought this mouse, it's",positive
"The charger works flawlessly, I'm impressed.",positive
The mouse is functional but,neutral
"It's an average tablet, meets basic requirements.",neutral
"The mouse stopped working within a week, awful. Asked for a refund.",negative
"Perfect speaker for the price, couldn't be happier.",positive
"The laptop is defective, requesting a refund immediately. Never ordering from here again.",negative
"This backpack is terrible, broke after one day. Never ordering from here again.",negative
"Perfect speaker for the price, couldn't be happier. My whole family loves it.",positive
"The speaker is okay, nothing special about it. Nothing to write home about.",neutral
"I regret buying this mouse, it's just useless.",negative
The blender is functional but the design could improve. Might consider other brands next time.,neutral
"Horrible experience with this printer, never buying again. Never ordering from here again.",negative
"It's an average router, meets basic requirements. Might consider other brands next time.",neutral
"Excellent quality, router arrived on time and works great.",positive
"This shoes is fine, could be better though. It's okay for the price.",neutral
"Outstanding keyboard, will definitely",positive
This laptop is cheaply made and fell apart quickly. Never ordering from here again.,negative
"Outstanding printer, will definitely buy again. My whole family loves it.",positive
"This speaker is a scam, doesn't work as advertised. Never ordering from here again.",negative
"Excellent quality, shoes arrived on time and works great. Shipping was fast too.",positive
"This charger is a scam, doesn't work as advertised.",negative
"Terrible build quality, this camera is a huge letdown.",negative
"This phone is terrible, broke after one day. Asked for a refund.",negative
"The coffee maker is okay, nothing",neutral
"Awful charger, broke within days of use. Never",negative
This router is cheaply made and fell,negative
"This camera does what it says, nothing extraordinary. Nothing to write home about.",neutral
"Very disappointed with this coffee maker, waste of money.",negative
"Horrible experience with this shoes, never buying again.",negative
"I'm so glad I bought this mouse, it's wonderful.",positive
"Very disappointed with this shoes, waste of money. Do not buy this.",negative
"It's a standard microwave, works fine for basic needs. Nothing to write home about.",neutral
"I absolutely love this laptop, it works perfectly! Shipping was fast too.",positive
Good phone.,positive
"The keyboard is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"Awful monitor, broke within days of use. Never ordering from here again.",negative
"Best jacket I've ever bought, highly recommend it.",positive
"Great jacket, exceeded my expectations. Shipping was fast too.",positive
"Very disappointed with this camera, waste of money. Never ordering from here again.",negative
"The charger is decent for the price, not amazing. Nothing to write home about.",neutral
"Superb build quality, this tablet is fantastic.",positive
The speaker is functional but the design could improve. Nothing to write home about.,neutral
"It's a standard printer, works",neutral
"Best router I've ever bought, highly recommend it. Shipping was fast too.",positive
"The vacuum cleaner is decent for the price, not amazing. Might consider other brands next time.",neutral
The jacket is functional but the design could improve.,neutral
"The mouse is okay for casual use, nothing outstanding.",neutral
"Superb build quality, this watch is fantastic. Will be buying",positive
"Very disappointed with this speaker, waste of money. Complete waste of money.",negative
"The microwave is okay for casual use,",neutral
"Extremely disappointed, the keyboard does not work at all.",negative
"Bad television, completely different from what was advertised.",negative
The monitor arrived damaged and customer service was rude.,negative
"Outstanding keyboard, will definitely buy again. My whole family loves it.",positive
"It's a standard mouse, works fine for basic needs. Might",neutral
"Worst headphones I've ever purchased, total waste. Complete waste of money.",negative
The vacuum cleaner is,neutral
"Very disappointed with this speaker, waste of money. Never ordering from here again.",negative
"Top notch tablet, fast delivery and great packaging.",positive
"It's a standard speaker, works fine for basic needs. Might consider other brands next time.",neutral
"Reasonably priced mouse, performs adequately. Might consider other brands next time.",neutral
"The charger works as expected, no complaints really. Might consider other brands next time.",neutral
"Very disappointed with this vacuum cleaner, waste of money. Do not buy this.",negative
"Very disappointed with this shoes, waste of money.",negative
"This laptop is fine, could",neutral
"Outstanding router, will definitely",positive
"Really good speaker, does exactly what it promises. Will be buying more from this brand.",positive
"Average laptop, does the job but nothing more. Nothing to write home about.",neutral
"Reasonably priced book,",neutral
The mouse is functional but the design could improve. Nothing to write home about.,neutral
"It's an average mouse, meets basic requirements. Might consider other brands next time.",neutral
"This headphones is terrible, broke after one day. Do not buy this.",negative
"Top notch shoes, fast delivery and great packaging. My",positive
"Awful charger, broke within days of use.",negative
"I absolutely love this jacket, it",positive
"Awful printer, broke within days of use. Asked for a refund.",negative
"This blender is terrible, broke after one day. Complete waste of money.",negative
"Outstanding laptop, will definitely buy again.",positive
"The router is defective, requesting a refund immediately.",negative
"This speaker does what it says, nothing extraordinary. Nothing to write home about.",neutral
"This television does what it says, nothing extraordinary. Might consider other brands next time.",neutral
"Average camera, does the job but nothing more.",neutral
"The laptop is okay, nothing special about it.",neutral
The monitor arrived damaged and customer service was rude. Never ordering from here again.,negative
"This backpack is terrible, broke after one day. Complete waste of money.",negative
The vacuum cleaner is functional but the design could improve. It's okay for the price.,neutral
"Extremely disappointed, the television does not work at all.",negative
"Reasonably priced book, performs adequately.",neutral
"Perfect router for the price, couldn't be happier. My whole family loves it.",positive
"Excellent quality, book arrived on time and works great. Shipping was fast too.",positive
"Average keyboard, does the job but nothing more.",neutral
"Great watch, exceeded my expectations. Will be",positive
"The coffee maker is defective, requesting a refund immediately. Do",negative
"Perfect watch for the price, couldn't be happier. My whole family loves it.",positive
"Perfect book for the price, couldn't be happier. Shipping was fast too.",positive
"Terrible build quality, this book is a huge letdown. Complete waste of money.",negative
"Top notch vacuum cleaner, fast delivery and great packaging. Will be buying",positive
"Fantastic printer, customer service was also great.",positive
"This book exceeded all my expectations, love it. My whole family loves it.",positive
"Average printer, does the job but nothing more.",neutral
"Nice jacket, thanks.",positive
"The monitor works flawlessly, I'm impressed. Definitely a great buy.",positive
"The router is decent for the price, not amazing. Nothing to write home about.",neutral
"Excellent quality, speaker arrived on time and works great. My whole family loves it.",positive
"It's an average backpack, meets basic requirements. Might",neutral
"Average watch, does the job but nothing more.",neutral
"Poor quality camera,",negative
"Best mouse I've ever bought, highly recommend it. Definitely a great buy.",positive
"The book works flawlessly, I'm impressed. Will be buying more from this brand.",positive
"Average laptop, does the job but nothing more. It's okay",neutral
"Average watch, does the job but nothing more. Nothing to write home about.",neutral
"I absolutely love this printer, it works perfectly! Shipping was fast too.",positive
"Not bad, not great, just a regular keyboard.",neutral
"Average book, does the job but nothing more. Might consider other brands next time.",neutral
"This watch is fine, could be better though. Nothing to write home about.",neutral
"Excellent quality, coffee maker arrived on time and works great. Will be buying more from this brand.",positive
"I'm so glad I bought this television, it's wonderful. My whole family loves it.",positive
"I'm so glad I bought this tablet, it's wonderful. My",positive
"I absolutely love this keyboard, it works perfectly!",positive
"The microwave is decent for the price, not amazing. Nothing to write home about.",neutral
"Perfect jacket for the price, couldn't",positive
"Very disappointed with this router, waste of money.",negative
This headphones is cheaply made and fell apart quickly.,negative
"Poor quality tablet,",negative
"Really good printer, does exactly what it promises. My whole family loves it.",positive
"Top notch television, fast delivery and",positive
The vacuum cleaner is functional but the design could improve.,neutral
"I'm so glad I bought this monitor, it's wonderful. My whole family loves it.",positive
"Not bad, not great, just a regular keyboard. Nothing to write home about.",neutral
"Top notch vacuum cleaner, fast delivery and great packaging.",positive
The router is functional but the design could improve.,neutral
"Very happy with this laptop, five stars! My whole",positive
"Outstanding charger, will definitely buy again.",positive
"The backpack is decent for the price, not amazing. Nothing to write home about.",neutral
"It's a standard phone, works fine for basic needs. Nothing to write home about.",neutral
"I'm so glad I bought this router, it's wonderful. My whole family loves it.",positive
"Very disappointed with this headphones, waste of money. Complete waste of money.",negative
"The phone is okay, nothing special about it.",neutral
"This television is amazing,",positive
"Outstanding mouse, will definitely",positive
"Average mouse, does the job but nothing more.",neutral
"Perfect television for the price, couldn't",positive
The laptop is functional but the design could improve.,neutral
"I absolutely love this headphones, it works perfectly! Definitely a great buy.",positive
"The blender is defective, requesting a refund immediately. Complete waste of money.",negative
This camera is cheaply made and fell apart quickly.,negative
"This tablet exceeded all my expectations,",positive
"Average watch, does the",neutral
"I'm so glad I bought this book, it's wonderful. Will be buying more from this brand.",positive
"Not bad, not great, just a regular television.",neutral
"Great mouse, exceeded my expectations. Definitely a great buy.",positive
"Nice phone, thanks.",positive
"Superb build quality, this jacket is fantastic. Will be buying more from this brand.",positive
"I'm so glad I bought this monitor, it's wonderful. Shipping was fast too.",positive
"The monitor works as expected,",neutral
"Bad shoes, completely different from what was advertised. Asked for a refund.",negative
"The coffee maker is decent for the price, not amazing.",neutral
"Reasonably priced router, performs adequately. Might consider other brands next time.",neutral
"It's a standard watch, works fine for basic needs. It's okay for the price.",neutral
The speaker stopped working,negative
"I'm so glad I bought this phone, it's wonderful.",positive
"It's a standard jacket, works fine for basic needs. Nothing",neutral
"The vacuum cleaner works flawlessly, I'm impressed.",positive
"I'm so glad I bought this tablet, it's wonderful. My whole family loves it.",positive
"Extremely disappointed, the coffee maker does not work at all.",negative
The television is functional but the design could improve. Might consider other brands next time.,neutral
"The coffee maker is okay, nothing special about it.",neutral
"Very disappointed with this keyboard, waste of money. Asked for a refund.",negative
"Extremely disappointed, the coffee maker does not work at all. Do not buy this.",negative
"Worst charger I've ever purchased, total",negative
"Top notch router, fast delivery and great packaging.",positive
"It's an average book, meets",neutral
"Excellent quality, vacuum cleaner arrived on time and works great. Will be buying more from this brand.",positive
This speaker is cheaply made and fell apart quickly. Complete waste of money.,negative
"Perfect backpack for the price, couldn't be happier. My whole family loves it.",positive
"Reasonably priced keyboard, performs adequately. Might consider other brands next time.",neutral
"The monitor works as expected, no complaints really. Nothing to write home about.",neutral
"Worst shoes I've ever purchased, total waste. Complete waste of money.",negative
"Extremely disappointed, the keyboard does not work at all. Asked for a refund.",negative
The backpack is functional but the design could improve. Nothing to write home about.,neutral
Best router I've ever,positive
"Not bad, not great, just a regular blender. Might consider other brands next time.",neutral
"Fantastic charger, customer service was also great. Shipping was fast too.",positive
"Average phone, does the job but nothing",neutral
"Reasonably priced watch, performs adequately.",neutral
"Reasonably priced printer, performs adequately. It's okay for the price.",neutral
"Very disappointed with this mouse, waste of money.",negative
"I regret buying this charger, it's just useless. Do not buy this.",negative
"Superb build quality, this television is fantastic. My whole family loves it.",positive
"Terrible build quality, this phone is a",negative
"The speaker is okay for casual use, nothing outstanding. Nothing to write home about.",neutral
"The jacket is decent for the price, not amazing. It's okay for the price.",neutral
This speaker is cheaply made and fell apart quickly.,negative
"This headphones is fine, could be better though.",neutral
The laptop is functional but the design could,neutral
"Very disappointed with this watch, waste of money. Complete waste of money.",negative
"Awful watch, broke within days of use.",negative
"It's an average camera, meets basic",neutral
"Awful tablet, broke within days of use. Complete waste of money.",negative
"Outstanding vacuum cleaner, will definitely buy again. My whole family loves it.",positive
"Bad keyboard, completely different from what was advertised. Never ordering from here again.",negative
"It's a standard camera, works fine for",neutral
"Really good vacuum cleaner, does exactly what it promises. Definitely a great buy.",positive
"The watch stopped working within a week, awful. Complete waste of money.",negative
"The coffee maker is defective,",negative
This shoes is cheaply made and fell apart quickly. Asked for a refund.,negative
"Very happy with this watch, five stars! Will be",positive
"The jacket is okay for casual use, nothing outstanding. It's okay for the price.",neutral
"This laptop is amazing, worth every penny. Will be buying more from this brand.",positive
"Poor quality camera, would not recommend. Never ordering from here again.",negative
"Bad television, completely different from what was advertised. Asked for a refund.",negative
"Top notch speaker, fast delivery and great packaging. Will be buying more from this brand.",positive
"I regret buying this blender, it's just useless.",negative
This router is cheaply made and fell apart,negative
"Worst television I've ever purchased, total waste. Asked for a refund.",negative
"The shoes works as expected, no complaints really. It's",neutral
"I absolutely love this router, it works perfectly! Definitely a great buy.",positive
"This shoes is amazing, worth every penny. Will be buying more from this brand.",positive
"The printer is decent for the price, not amazing.",neutral
"The keyboard works flawlessly, I'm impressed.",positive
"I regret buying this router, it's just useless. Never ordering from here again.",negative
"I regret buying this mouse, it's just useless. Do not buy this.",negative
"This speaker exceeded all my expectations, love it.",positive
"Perfect monitor for the price, couldn't be happier. Shipping was fast too.",positive
"Best keyboard I've ever bought, highly recommend it.",positive
"Fantastic tablet, customer service was also great. Shipping was fast too.",positive
"Excellent quality, shoes arrived on time and works great. Will be buying more from this brand.",positive
"Worst vacuum cleaner I've ever purchased, total waste. Never ordering from here again.",negative
The coffee maker arrived damaged and customer service,negative
"Reasonably priced shoes, performs adequately. Nothing to write home about.",neutral
"Very happy with this mouse, five stars! Shipping was fast too.",positive
"Horrible experience with this mouse, never buying again. Complete waste of money.",negative
"Really good backpack, does exactly what it promises. Will be buying more from this brand.",positive
"This microwave is terrible, broke after one day. Complete waste of money.",negative
"Terrible build quality, this mouse is a huge letdown.",negative
"The router works flawlessly, I'm impressed. My whole family loves it.",positive
The printer is functional but the design could improve. It's okay for the price.,neutral
"Horrible experience with this printer, never buying again. Asked for a refund.",negative
"Reasonably priced backpack, performs adequately.",neutral
"The monitor is okay, nothing special about it. Nothing to write home about.",neutral
"Waste, avoid this charger.",negative
"Fantastic vacuum cleaner, customer service was also great. Shipping was fast too.",positive
"Average keyboard, does the job but nothing more. It's okay for the price.",neutral
The coffee maker arrived damaged and customer service was rude. Complete waste of money.,negative
"Very happy with this microwave, five stars! Shipping was fast too.",positive
"Perfect router for the price, couldn't be happier. Definitely a great buy.",positive
"This television is a scam, doesn't work",negative
"Bad book, completely different from what was advertised. Do not buy this.",negative
"Superb build quality, this mouse is fantastic. My whole family loves it.",positive
"The coffee maker is defective, requesting a refund immediately.",negative
"This charger is terrible, broke after one day. Asked for a refund.",negative
"Poor quality shoes, would not recommend. Do not buy this.",negative
This charger is cheaply made and fell apart quickly. Do not buy this.,negative
"Average vacuum cleaner, does the job but nothing more. It's okay for the price.",neutral
The monitor arrived damaged and customer service was rude. Complete waste of money.,negative
"Excellent quality, backpack arrived on time and works great.",positive
"Perfect headphones for the price, couldn't be happier. Will be buying more from this brand.",positive
"The television is okay, nothing special about it. Nothing",neutral
"Worst monitor I've ever purchased, total waste. Never ordering from here again.",negative
"The printer is okay, nothing",neutral
"I regret buying this camera, it's just useless.",negative
"Not bad, not great, just a regular backpack.",neutral
"Very disappointed with this jacket, waste of",negative
"The jacket is okay, nothing special about it.",neutral
"The headphones is decent for the price, not",neutral
The shoes arrived damaged and customer service was rude. Complete waste of money.,negative
Bad monitor.,negative
"Perfect vacuum cleaner for the price, couldn't be happier. Will be buying more from this brand.",positive
"Perfect shoes for the price, couldn't be happier.",positive
"Not bad, not great, just a regular vacuum cleaner. Nothing to write home about.",neutral
"It's an average camera, meets basic requirements.",neutral
"Top notch jacket, fast delivery and great packaging. Shipping was fast too.",positive
This shoes is cheaply made and fell,negative
"This phone does what it says, nothing extraordinary. It's okay",neutral
"Very happy with this monitor, five stars! My whole family loves it.",positive
"This speaker does what it says, nothing extraordinary.",neutral
The shoes is okay for,neutral
"I absolutely love this printer, it works perfectly!",positive
"The shoes is okay for casual use, nothing outstanding. Might consider other brands next time.",neutral
"Superb build quality, this speaker",positive
"The headphones is defective, requesting a refund immediately. Complete waste of money.",negative
"Bad coffee maker, completely different from what was advertised. Do not buy this.",negative
"Superb build quality, this keyboard is fantastic. Definitely a great buy.",positive
"The tablet is defective, requesting a refund immediately. Complete waste of money.",negative
"Terrible build quality, this monitor is a huge letdown. Do not buy this.",negative
"Terrible build quality, this shoes is a",negative
"Reasonably priced backpack, performs adequately. It's okay for the price.",neutral
"The laptop is okay for casual use, nothing outstanding. Might consider other brands next time.",neutral
"Terrible build quality, this speaker is a huge",negative
"The shoes is defective, requesting a refund immediately. Never ordering from here again.",negative
Bad printer.,negative
I'm so glad I bought this vacuum,positive
"Horrible experience with this laptop, never",negative
"Fantastic mouse, customer service was also great.",positive
"Terrible build quality, this speaker is a huge letdown. Never ordering from here again.",negative
"Perfect charger for the price, couldn't be happier.",positive
"Very happy with this jacket, five stars! Will",positive
"Fantastic microwave, customer service was",positive
"I'm so glad I bought this mouse, it's wonderful. My whole family loves it.",positive
"Average monitor, does the job but nothing more. Nothing to write home about.",neutral
"Extremely disappointed, the monitor does not work at all.",negative
"Excellent quality, vacuum cleaner arrived on time and works great.",positive
"The camera stopped working within a week, awful.",negative
"The backpack is defective, requesting a refund immediately. Complete waste of money.",negative
"Perfect speaker for the price, couldn't be happier. Shipping was fast too.",positive
"Really good watch, does exactly what it promises. Will be buying more from this brand.",positive
"Awful keyboard, broke within days of use. Complete waste of money.",negative
"The tablet is decent for the price, not amazing. It's okay for the price.",neutral
"Great keyboard, exceeded my expectations. Definitely a great buy.",positive
"I'm so glad I bought this keyboard, it's wonderful. My whole family loves it.",positive
"It's an average television, meets",neutral
"Very disappointed with this watch, waste of money. Asked for a refund.",negative
"The tablet stopped working within a week, awful. Never ordering from here again.",negative
"It's a standard camera, works fine for basic needs. It's okay for the price.",neutral
"This tablet exceeded all my expectations, love it.",positive
"Best microwave I've ever bought, highly",positive
The keyboard arrived damaged and customer service was rude. Complete waste of money.,negative
"The book is okay for casual use, nothing outstanding. Nothing to write home about.",neutral
This microwave is cheaply made and fell apart quickly. Asked for a refund.,negative
"Superb build quality, this tablet is fantastic. My whole family loves it.",positive
"Poor quality book, would not recommend. Complete waste of money.",negative
The keyboard is functional but the design could improve. It's okay for the price.,neutral
"Fantastic camera, customer service was also great. Definitely a great buy.",positive
"Very disappointed with this coffee maker, waste of money. Complete waste of money.",negative
"Excellent quality, book arrived on time and works great. Definitely a great buy.",positive
"Poor quality coffee maker, would not recommend. Do not buy this.",negative
"This keyboard is amazing, worth every penny.",positive
"Really good speaker, does exactly what it promises. Definitely a great buy.",positive
"The charger is decent for the price, not amazing. It's okay for the price.",neutral
"Reasonably priced backpack, performs adequately. Might consider other brands next time.",neutral
"Fantastic vacuum cleaner, customer service was also great.",positive
"Horrible experience with this laptop, never buying again. Never ordering from here again.",negative
"Superb build quality, this printer is fantastic. My whole family loves it.",positive
"The book is defective, requesting a refund immediately. Never ordering from here again.",negative
"It's a standard tablet, works fine for basic needs. It's okay for the price.",neutral
The jacket arrived damaged and customer service,negative
"The vacuum cleaner is decent for the price, not amazing. Nothing to write home about.",neutral
"Top notch book, fast delivery and great packaging. Definitely a great buy.",positive
"Not bad, not great, just a regular backpack. It's okay for the price.",neutral
"This shoes does what it says, nothing extraordinary. Might consider other brands next time.",neutral
"Reasonably priced jacket, performs adequately. Nothing",neutral
"The printer works flawlessly, I'm impressed. Shipping was fast too.",positive
"Bad television, completely different from what was advertised. Never ordering from here again.",negative
The tablet is functional but the design could improve. It's okay for the price.,neutral
"I'm so glad I bought this camera, it's wonderful.",positive
